CustomerID,Frequency
02abe065-288f-43aa-be8c-303e14773eaf,1
02d08b64-30b0-462e-a346-dbb9bcd0398a,1
02d70f1d-c216-4b5a-bd23-66770306f292,1
02db87bb-ca38-4962-b59a-b891781aa2d6,1
02dc550d-2dae-42a9-8394-7023ad307e3f,1
02f19be1-4af8-4db7-9ebc-86e1be4044cf,1
02f20700-1168-4338-b1eb-8e0482e65191,1
02f49066-65ab-4650-a090-570c34321d32,1
02f8fef5-419f-45a1-8fa5-db506a1b8a83,1
031c5465-5e87-4e63-9594-217f8030e56b,1
0320418d-1af6-452a-99a1-59cba03f84b8,1
0332150e-de31-4988-a7fc-42e2e0d1c483,1
03322622-6ac7-4172-ae38-d3e99fa913a1,1
033b0a09-550e-41f9-b778-33899aeeb620,1
033c7b1b-9f47-45f8-8183-5ef9204f27a1,1
034848fc-d7a5-4f06-9d3d-e5885dbf3db3,1
03538fc3-f96e-4094-b1dd-9fdb589b4767,1
03630e7e-09d5-4ab2-8490-61079fae2e3c,1
036b2f6c-c75c-47b1-b4d8-bd754cf0efdf,1
0370e30e-5921-4d12-84cf-7463ae2ef5ed,1
03aa7a54-93c4-4b07-a426-0c7c9d568fe8,1
03aa8143-e1b7-47bf-8e4f-26c46aec5b9c,1
03acc5c3-179f-4f59-9f3a-163e19d7a3e7,1
03af3cae-f6bf-4d38-8e82-24a0b03342de,1
03d205cd-cc91-48fd-a2a9-93da05dae2c4,1
03e01e9a-8739-471a-817d-8307ee770c4a,1
03f7c2b0-1e83-4f19-91c2-9a9e52c639bc,1
03fd9980-6afd-4a62-855b-f389e67e081d,1
040174d7-8e58-4ee2-95e2-1157c8f61260,1
0415937b-8087-461b-be32-93a9c6db0d30,1
04161a62-8c77-45f7-900b-ace8b600e87f,1
042365b5-1145-49fa-bea3-0b024f26d020,1
044e3bc7-6a28-4997-9f64-c2d98e1b3af8,1
0456f2b1-966d-42ac-81ad-e77149e91674,1
045ab122-6386-44b0-9d37-e7e04ccbb4d5,1
045e5445-409d-4e21-9474-65c8c6ed4078,1
046a09c0-83c6-47bd-9298-49575a69bf08,1
04743d22-6627-4b6a-a75e-b9f675c3c38f,1
0485f458-7202-4fe0-a5ff-6f7df2aa240e,1
049bb228-4579-4975-b728-c2502494709f,1
04a02a63-b71c-42c3-bdae-e3b531eb569c,1
04b707a1-a20c-4368-806d-35e7eb832f52,1
04b7f0fc-a45e-4d9e-9866-9cb686ea363a,1
04bfc369-ca02-4cce-ad0e-57b081a7b037,1
04d8f1e8-e437-4461-b191-e9fc0f82f6a4,1
04e0a83b-ccd5-408c-9a37-6222930da9a3,1
05055d86-434c-45a7-9f70-02373d97a10b,1
05096f44-d7bb-4542-9a07-c645896b8cb7,1
050bbaa1-888b-4682-ab9f-144a2863fe8e,1
053230e8-5c3f-4f07-bf1e-e9c1a964022e,1
053a3607-28cf-4e8f-84a8-fdd2571b8c10,1
055f3a91-2e45-46d4-96f5-ad65e7ce6d3b,1
05700ce2-f3a2-4cc9-9705-c14cf874a0f5,1
057d84f9-151a-456c-bcc9-660bd7354d60,1
05877d17-8424-4e19-b1ec-81c114864287,1
058c1cc8-bceb-4541-bcf8-80f03e993cad,1
058c421c-cd99-4179-886d-7f8816cc8e7c,1
05936bdc-304c-4cef-b403-0787cdd0a8a8,1
05b1f05b-228e-4d5e-8cc2-5db8513d8de5,1
05b7d023-4a8c-4b1e-bec6-e6af4b16223d,1
05bef8f5-7a1a-4999-bf21-8bc519e2e6f3,1
05c1c358-a178-4905-9ae4-2fa40abd8a00,1
05c5287d-b2fc-4dc0-be13-da1ef5fa3c98,1
05c9c4e8-d117-4594-bc53-3938287dde6c,1
05ca756d-9b8e-46fb-bf95-70a3dde17432,1
05d0b94e-d2f4-4cc5-a6c7-0919c8767f81,1
05e11522-3d4e-4509-b065-390ee3ba014f,1
05e30447-4e32-4634-8ffa-c0d7debfcf49,1
05fe7430-73fe-4a76-a2c1-d523ab8abd02,1
06027d93-4ca3-474d-94d9-4865b2cab2f8,1
060363e4-6e63-4ef6-b749-e9a520d27d9f,1
062f65db-5835-4411-89f1-7c1fdd2de585,1
06375a1f-175e-4861-95f4-d4dab8897afd,1
06532bc7-981a-43b7-b174-e7c57f129940,1
065667f2-fd3d-4e70-ba3d-4e6dde4df997,1
0661582c-de23-4aea-ab36-ab2d7a7760ef,1
06960974-61ce-4719-807d-39bec0447584,1
06a7b7d9-bbf4-46b8-89d4-f170c7e6444c,1
06a9402a-3054-4b3e-87f6-b736b0f8b6d6,1
06aedf52-190e-4a22-a31b-1e86073ec826,1
06bccb2a-d035-4c94-837e-173ee7e604db,1
06c84a29-ab84-4935-b751-fdb92a1b64e9,1
06da2be2-6c8d-4310-ba9c-dad55028f296,1
06de730a-a3ab-4a79-a77a-7483600f2692,1
06e91278-c7ef-478f-9c7f-e4b174fdab04,1
06f10eea-e14b-400b-adf0-d5d6bf4919de,1
06f2ab91-dde7-4239-819c-747b2ee94c40,1
0705d262-db85-4b44-b546-190e60698242,1
070b1c48-cf49-4edf-b034-bdb29f71a7d3,1
0717135b-281a-42df-a22b-b7ec74bbf043,1
071b0b90-851d-470e-9abd-8eab991f6c1a,1
071dfe1a-69f2-4dfb-91d8-6110fe07e990,1
0724866e-ae63-4788-a1f0-185cbea9d940,1
072932e4-1c96-46f9-afb3-b137460c5275,1
072e0802-dc45-40ce-8217-05f8e127ac20,1
07487062-394b-414e-ae5a-626fa383a26b,1
0765271c-effa-4509-a697-5e71d12188e8,1
076a07f0-8fa5-48c3-9d0f-3c29fe5201dd,1
0773595a-ab3d-4033-b3b2-1ff4805d73dc,1
07784b93-21f1-42ae-9668-4bcad9828ecc,1
0791526e-48da-44b4-938a-38ef9397b4e3,1
07a2ebaf-13e0-4f4e-b0ce-7cc7b4347e60,1
07c9afd8-ff76-42bd-b3c2-c2de4b655bc8,1
07d9775a-147f-497d-b4db-0bc44ab5af89,1
07df89a7-153a-47bd-8e09-6e273adcb0d7,1
07e9024b-4ee5-4474-8050-24df16dab820,1
07ed274c-b570-4028-8b22-d89c5db64774,1
07fb2e46-509c-4dc3-9ed6-67801917bb04,1
08058275-b745-452a-8eb0-f6c048a82301,1
0806359b-edbc-45d9-a6df-ab74ff3c5ec3,1
0811bd4b-561a-4db5-93fe-2975e3f9e20e,1
08211bb4-542c-459d-aa4d-4635c5c31639,1
08229089-5f38-408e-9796-ef2a96a91bdc,1
0848ff17-6084-46ec-a82e-19213c4de46d,1
0864cdb0-a3a5-4177-8112-a189e32eeee6,1
0877ece8-573f-4d3c-82dd-f7a4eac8701b,1
0892c6d7-ff24-466c-aaca-bc51442208ca,1
0897a0e8-c94d-464c-854f-e38feab5a9e3,1
08b359fa-ba82-4e0b-bbe2-82549f644664,1
08b5f59a-6b7b-44b2-9ac2-dac615e4cce8,1
08bb15f1-d750-4f21-81d0-2a3e8d92d870,1
08bc4e5b-e9fa-4922-afb6-720c9e3c2e67,1
08bfedb9-3a19-48d2-ad9b-4b5949fa801f,1
08cb5ccc-1d7b-40b9-88e2-374290a41452,1
08d17676-2412-4522-9a31-81fc12de4b5f,1
08fb2725-1535-436d-aff7-590be2fbc739,1
0900c7c3-83e7-4017-a4e8-fdd83a77f4a6,1
0901be3d-d980-4ef6-b4e1-1c97cc92bd9a,1
09040e70-34e6-4330-9e1a-179061d5e1ca,1
092d832a-7b68-442d-bbe4-37947eea8805,1
094153dc-6298-434d-9214-bece717081c0,1
09469d74-a111-4fea-bc9a-f055b0f3e29e,1
094997f4-e40c-466e-9e31-f9dd1a7bca62,1
094f4ffd-130e-46d7-94c2-c591742a0c00,1
095a9f53-e558-411c-b043-fa49f8cc95cf,1
0967635a-d8fa-491d-b1b4-ae32e7bd78cc,1
09782368-e904-4892-95ac-c304eef25af3,1
09858eca-0448-41c3-ac4a-ad3c1de90b01,1
0985c0e4-5c2f-443f-b40f-11b680f8e5a7,1
09870726-7b6a-4371-9052-274e774b0298,1
09895d8c-cb5d-4d5c-97a8-7884e7a4171d,1
099516ae-b11c-4968-bac7-b8d755c796b8,1
099f8dd5-0d2c-4536-bac7-85817df69114,1
09a024c6-8d18-484e-812a-776bf9f2cf57,1
09a113da-e681-4c59-8892-d7129210efe0,1
09b2497f-ec5c-4253-afc0-2342d56a8869,1
09b3232f-8dc8-4b88-a5e6-6b489afa60a4,1
09b72303-9c1d-4d16-ad4b-b2afad321440,1
09b9be1f-0cac-415a-b47a-6891df2534dd,1
09bc1b74-21d9-49ae-a4b0-0d5538189b02,1
09d054a7-d70f-4efe-90d5-0dd82a185b2d,1
09d5a450-e121-4cea-886c-18f03c9b5c1a,1
09e78b41-d2c0-4e90-9855-218d468b3c0f,1
0a0696b3-a96e-4c01-9005-47b4ececcf5f,1
0a28bac1-578e-4076-b4f5-10ab18c7af34,1
0a2e2640-8261-4a78-8424-9dddb374ea13,1
0a300344-8e21-436a-877d-eaeb85156c29,1
0a3652aa-f784-48ed-bc94-70e02dd66906,1
0a615e7d-3b40-4649-93be-8e014e6f5626,1
0a7bc47a-af5a-41da-ab0c-64315d3b50eb,1
0a8595ae-b157-4f80-8376-654328bb72bd,1
0a8bc1be-a14a-4557-8b49-575133a9f22f,1
0ab14c81-987e-4bc5-a66e-6cb147a655c4,1
0ab665a6-5409-4753-8005-e632385d98ea,1
0ac5cd85-89a9-4ef5-8878-9a9f72152d79,1
0b0755ad-0abf-4598-9a01-3c07f8f5d1a6,1
0b13d814-c42c-4965-afe4-16bae2f190ed,1
0b25cabb-57d4-45ba-84e2-c44a67700e0a,1
0b262591-5465-4195-9769-0197106f37fd,1
0b397fb6-7ad6-4273-bf92-734770946049,1
0b3c1c57-8802-4dac-b2c2-a61f1047fa6f,1
0b5a9bdb-55e3-4ab5-9f9a-64705be4dfa2,1
0b689588-831f-4486-aa86-dbc5ebb7c3ef,1
0b7656ec-2a35-4efa-8bd3-bbeb70baa9f0,1
0b76c963-ca20-458b-a6eb-3b1401a8da75,1
0b79253f-8380-4a4e-8737-0fabf12bb3b6,1
0b966cdd-80a9-418e-9206-0a3ef58e5fb5,1
0ba0ddc0-926f-4638-8316-4d6c862125ef,1
0bb56325-2b1c-41f8-807d-9a51ebe0ff13,1
0bb77ac5-74c4-4287-bde1-dd2e9a169cb6,1
0bf343dd-4da9-4b3b-9d17-8ff57da015fc,1
0bf9e543-e36c-45d7-be36-8eef39dbd2b4,1
0bfce4cb-2cdc-451e-a4ea-9b61f7672754,1
0c0151c0-535f-427d-9a05-b6097f8f049c,1
0c22b3b0-7345-4723-a6fc-694b4f98e53e,1
0c300326-8a5d-4586-be5f-9b4b8232be8a,1
0c348963-5973-47b2-bf7e-25aa39528279,1
0c655677-70de-4168-a928-6c35327064f7,1
0c759ce8-677c-4b57-b6b7-de4533ba9bba,1
0c8a8059-b808-4f84-bed9-76b5df55748c,1
0c943a8f-5a1e-4f66-a246-fcaf1a3954ab,1
0c976fc0-41c9-4f2d-8719-eda71926e149,1
0cabf31a-b5a7-4ed4-bde8-225d9e357ead,1
0cb29f88-e35f-44a3-81c5-fa4d563e947f,1
0cc12fb9-f352-4763-a401-6740eb91638f,1
0ccfccad-825c-40fe-a285-f1ea7f9024f1,1
0cd77741-8c67-4263-8a30-7a69e94c33a8,1
0cdb2f12-504e-42b6-bfff-c8803e62e657,1
0cf7f388-7528-4b7a-90de-8bd5ab533251,1
0cfb6852-ea1f-4eeb-8ef9-33c81e25652d,1
0d015a7a-a68a-4da4-8caa-84c056df4462,1
0d02611c-61d5-47e7-a946-936ae1facd8e,1
0d34d87a-820b-4319-9e48-9d81bda73b15,1
0d64c87a-1065-466f-8649-f8ed657df105,1
0d6601b2-e13b-49b2-9a5a-e8ca571fc520,1
0d842aaf-8f30-41b2-9693-c368d446121e,1
0d90fd68-dd50-493e-a5bc-526caa1f5d30,1
0d94e3e2-2be0-4c50-bcd0-ba3eaec27a11,1
0d9ec16b-a701-4df1-9eb3-66c6fbe07d5d,1
0da1d4a0-2550-4532-b049-aeb7221fdfb8,1
0db04689-db27-43bd-9479-155613140c43,1
0db4ee0e-9c53-405c-aac9-76ee27b9f1ef,1
0dc2a936-40ca-4a98-8ee3-dae7b624d88c,1
0dcd9d17-f264-4c72-84ca-0f6ffb17be1d,1
0dce7bf8-d1d4-44c2-9b3b-3febe64b40ea,1
0df9196c-3a64-478d-b78a-d42e4a0c0800,1
0e050634-a1b1-45a1-8fb9-34f21dfd0114,1
0e1bcce4-5288-41bd-9e4d-2a4bb420e970,1
0e2d4ca9-90f3-4c6a-89eb-126b9f30c40f,1
0e4c74a9-2c3d-4ab0-99e5-e182c2973b7d,1
0e6c43ca-f7ad-4306-8c34-31fcc646c0a5,1
0e6ee5c1-cfb3-4017-ba19-e414c5b2b8dd,1
0e737949-0c26-4261-8dd6-7fcefdb6ffc5,1
0e7423dd-777e-4ad6-a3ed-2a160a75f835,1
0e781d38-df3b-4d22-8726-af5bbabac11f,1
0e994469-fc2b-497a-b989-8682e6622734,1
0e9ebb4a-19af-454a-aa07-3784d2354855,1
0eac7a0d-6218-41be-b3fb-f50261c8734d,1
0eb52e9f-2675-4b06-80b4-177416c91c8c,1
0ebb55f1-b196-4d94-89b3-795fb6d0e2f6,1
0ec79855-9907-459a-bcef-82d1949160e1,1
0ed49866-0e97-4030-9ec2-36db15bee40e,1
0edda115-b414-4bb7-b65a-72e642ce0897,1
0efcb435-ee90-44fc-bb75-6a1cc4b012f7,1
0f0e9efa-cfaf-4c41-8033-ee5d42afb842,1
0f164050-3bd3-4ce1-8c97-e3e92140e628,1
0f1b6f31-d256-40a7-8db1-544d3195be07,1
0f235543-1df6-42a2-8ec2-1fdd7a42fbdd,1
0f269a16-16b1-454f-bbc6-477e54bb30aa,1
0f360c6c-b971-480a-9d2f-52a67c181d84,1
0f3699b9-48d0-4180-8187-943d176bf223,1
0f497a0a-c2d4-41e3-96b4-5146829438fa,1
0f4bfda3-d77e-4f35-813a-588caf4b1287,1
0f4d34f2-0c7a-427a-8ce6-59c273301859,1
0f5ad6a3-d039-4868-a6da-edebacefc387,1
0f610a29-7df0-46ad-95dc-b76be36b3d12,1
0f7bafce-41b6-45e6-a4d0-7d4243c19d4a,1
0f800aef-5548-41e2-b839-e9eceea24445,1
0f841379-df37-4c25-8403-0c2884a877b3,1
0f8a1c0a-76e3-4a94-bf40-8fb77fce39bb,1
0fa91faf-7dc4-4bc2-8fc0-c715e8ee9181,1
0fb8fb0b-bfc6-408f-a82c-d423080d40e1,1
0fc2ac1b-3dec-4a0f-bd9f-cfa896e3c077,1
0fcebb09-430f-4e90-b9c4-b077723afca5,1
0fd2a181-fc35-4d39-92b7-7b9da1d33824,1
0fe11d7b-de45-4923-a3a1-bef5006ad78e,1
0fec035c-86fc-4b06-83d1-ef0ad4ff9814,1
1001b01b-1aa6-4769-922b-178be44a0b29,1
10022231-5108-4f30-a13f-21fc17bdcb88,1
1007c916-802e-47e2-b714-249a588fb13e,1
100beaff-ebe0-410c-b063-de7089efcd23,1
10270e1d-83bb-4cc1-b8ea-54cc81bc1240,1
1040ed6b-fc3d-4474-92b1-b3ffd3ec00e3,1
105682b5-5366-42d5-8205-47a03dc02234,1
105a947d-e2fd-4d1f-9b1f-ea5af9544a51,1
1073d3e3-8c53-44b4-af93-2e7fdab5021b,1
1076556f-5a73-4b4c-81ef-14d9aec3de77,1
10838320-ea33-4dd1-8835-9a4c68250449,1
10a8b801-1380-411d-9986-2d7f36b50e60,1
10ddf128-717f-41d0-ba65-ee7a0dce98d3,1
10df9565-7c1e-4f5f-922e-92a8cbacc778,1
10e007ce-220d-4006-b6a7-258f4a839ea5,1
10f08ba0-1af0-4fc5-963e-3aa3d75907c0,1
10ff378c-1559-4a5e-954f-d7955c8d5697,1
11204642-3819-4823-a9a9-c0016eb2f13b,1
112079c1-f19c-47d1-8fcd-a5d5e5479da0,1
11226fd0-4328-43c8-81cb-58ef0cc5736d,1
1124104b-b02f-4df8-8f23-1417d54284cc,1
1144c60e-4538-4c9c-bead-19893b63c2cc,1
1158c073-be27-4fbb-92ac-bdf149b5f346,1
11714306-ed5e-4386-a9c6-c79656ed86cb,1
11767bfa-beb2-4612-aeff-6f539b84aa83,1
1184159a-5602-49d1-b6fc-50b249442915,1
11856771-a2d2-4aeb-9ec7-2730cc091fb1,1
1187fe97-65bb-41dc-a0b6-1294a8a055f4,1
119a30ff-88b7-4695-96c2-b789b9d3914c,1
11a818db-33af-4dda-9ec6-38306b2000c4,1
11a82b8c-0b90-4313-b27d-9475b6f62313,1
11c4d091-0168-4caf-b074-f8e78b74ac29,1
11c7bdad-8ae6-48d9-bf79-fc5c347f22c5,1
11e2b68d-e8e5-4f23-997c-0e06eec074ad,1
11ec78cc-b863-4e6e-8b6b-1751c4ea8802,1
11ef1954-d3c4-4dce-bbca-38ca328da47a,1
12003daf-0d5d-42d2-9f5f-6602d42af11d,1
120096a7-c7e8-46a3-8629-6f8ca90a9192,1
120aead8-0586-4a3a-a913-d06d5c84d402,1
120b618a-d0f7-4856-a488-a572b263e8fc,1
120bbbd1-c8f9-4221-9212-618d3f775101,1
120cc44d-21c4-457f-a3f7-e66a85126cad,1
120e8095-0dc3-4d4e-ac06-61fe4f5f03a9,1
12129461-70f2-46c6-ba0b-0cb7274eeb02,1
12147105-b4af-4f0d-ab0d-628dcd16d89d,1
121e2b7a-4bb7-4aa9-af5b-93c20bf372d5,1
124255db-8ac9-42d9-9e75-15a3b8751271,1
12437469-887f-40d4-9bd0-d399bd8f77db,1
125b71a4-af4f-4c70-8a03-1e551766bd28,1
1267f237-455a-4654-915a-c691041072e1,1
1269d25e-c7eb-434b-a2af-a5f181d9d35d,1
1271b2f0-3b48-4b16-ae65-08ba55d167b5,1
127685e4-aeeb-44b2-8c96-37e31194d7a1,1
12794159-eeef-483a-9fc3-7114e3bb0d91,1
127df141-1aee-4c23-8f7e-4d29bea20690,1
129dd866-76a8-4146-a0dd-23deaf6c12dc,1
12aa5c9a-c8bc-457d-8779-1102322d9628,1
12b2583f-16ce-4fe5-a27a-88ca8b98bfad,1
12bcf039-afaa-4efb-a3a7-0012ef36a0f2,1
12c8f057-1d14-4fbb-a712-d90d7834b263,1
12d5b866-7a47-4293-a528-576393ce714a,1
12e20bb5-414f-45c4-a9d0-fc65c161a21b,1
12e31fcd-4bcf-418a-8fc4-9eea346cab8c,1
130c3e0f-cafb-4e29-b6ea-b2ff42d0119d,1
131c7dc3-2093-4fda-9f08-6d1cea8c27c1,1
13203ef9-9ed1-4e88-9201-8737d2f96b4a,1
132c087d-3abe-4cc0-929a-839f999ac4fc,1
13305976-c919-4463-827b-30df4b2f7edb,1
13389c83-2da0-4233-8448-062033239d12,1
133add76-0043-4f88-8e75-dda3af6847d3,1
134e7947-dc1e-4b1a-a1d0-cb3ef68c20c9,1
1353ba3e-81c5-4527-9eb6-56aa035ec4fa,1
135763dc-a1de-447b-ad48-b3ee031287ed,1
136f2c70-10a0-4bc8-953c-33b027dedb68,1
1378dff7-6a95-4f20-9819-bab6acc23f2e,1
13849378-ce0c-462f-a6be-735b780cb3dc,1
138e942b-a14e-45b0-9ffc-e963db633d59,1
1397ceb0-6975-4e3a-90b0-48dde046e043,1
14158078-d0e9-43d4-9fe7-0ad292d8c80d,1
142bdf02-9701-4e7e-9ac0-f353ecaad94d,1
1445f02a-9565-4abb-8c69-2f95389c9973,1
14667431-b12a-449c-9e65-b11a6a57b553,1
146f5cc7-c9c8-4e83-a5e8-663789ea9ab2,1
147901cf-ba12-4866-9033-3007085ba168,1
1480fa22-3c2d-4cbd-8056-c1f6e550ac87,1
148d8fc1-51d7-4928-8a82-46f737e72070,1
149d73ee-ff06-43b1-8e35-052c588d1e82,1
14a30361-dd7a-460f-9aed-2f3c214f0bad,1
14a5cbed-5087-4504-bfb8-7b4ee83965f5,1
14aea027-23ba-4e8f-87eb-4701b7e357f3,1
14b95ae7-608e-4936-bcf3-3966d68c5377,1
14bc7df4-7216-4290-9150-6bbe1101d7eb,1
14d65678-31d1-4155-a2a0-021d7ecaffa6,1
14d701cc-2c6e-4aca-b6ba-eca30bdb261d,1
14d9bc7f-f3e7-440e-97cc-674dd50a41e0,1
14dc7235-2d97-4f4e-8cc5-e618164b625f,1
14e21907-4449-493a-bf26-1dbc0e53e13b,1
14f3af3d-9d29-4678-9de6-2a3b4cdf3ca9,1
150a0827-16d2-476b-a747-b44c2810ff8e,1
151556bc-82cc-4174-917a-0961fef8bcd5,1
1528fa3f-512a-40e8-b36b-7f2d7adfaf7e,1
15434c19-6858-4772-9724-49bbca30c108,1
154c17d6-3417-446c-90c8-246361615dc4,1
1567b2a3-2861-4961-a662-f1f0e1a77a0e,1
156b71cf-07c9-4ef0-ba79-13ba112a0d1f,1
157d6cc2-1c0b-41b0-95e1-115cfb337d72,1
157fd925-e909-43b9-ad14-dff581019191,1
1596b9cd-ee37-43fe-8e35-bb7052450596,1
15bbd52b-002f-4007-9151-2a4ed0637eb9,1
15c53046-d220-465c-babc-b27a52e0e0a6,1
15c8cf60-7032-4180-9a15-62a4558dbad4,1
15def431-1df8-42b4-b803-63de8e075c7b,1
16073872-36eb-487d-bfb8-d3fc208f7381,1
160ba479-e6da-47a7-8103-317dc766816a,1
161bddce-e6e2-4b7c-ad0c-1c75e7237c48,1
1631d338-38d0-44d9-a142-592e8783e564,1
163ff0db-0302-4505-ab36-b937322899cc,1
164205e2-c849-4786-86b9-4f69783040f9,1
165c97c6-783c-4cdf-b725-45c0327d07a4,1
166263a8-6b77-4714-a0ad-de251065edb0,1
1663c5bb-379c-4bbd-b9fe-22e992021adf,1
167f4951-4430-4847-a320-4433409a1e1b,1
16a1cc2a-4689-4261-b3e1-b200da91635b,1
16ade8b6-7478-4c77-86b2-0c8fe7cd70ff,1
16aed0e2-8552-4f8d-bc16-3227d5b6cbfb,1
16ccd668-99d7-4c31-b7f1-ca35bb3c982d,1
16d90820-9e8f-4217-a9b8-46e67fe4a8a1,1
16ec7be5-fcc1-42f0-9684-d710a38766c4,1
16f5a01a-e288-4f85-b123-fceafee0ea34,1
17010931-216e-4d58-853c-e3920c35b0a0,1
170fbc18-0dba-4825-99e7-8ea1e92a3812,1
17250f78-c85f-4fd0-bbae-873a88889ca5,1
17256e28-3ad2-463a-aaad-bd2ec53cff8b,1
172727b8-1f74-4435-937e-ec220bca1749,1
1728da5e-08a3-4392-ac8f-4cc80e488d93,1
1737cd26-464d-43f9-afdf-04bdc298ff20,1
173c3249-ffcf-4acf-93ab-bce1c5d03211,1
173f2aa7-937a-4628-8a4d-a8d8a4f57124,1
17469d8f-c3c1-4f36-bffc-8b2f769cd7f6,1
17546d8e-24dc-4dac-a33e-07a7e853bc1e,1
17648817-8901-4eea-a38b-f0aad7171d86,1
176636ce-df3a-494f-bec8-57760ed34bd5,1
17a4fdca-bdfe-42b9-8107-3d3a0155d0de,1
17abff6d-3f5e-48f9-8150-31b1c7230596,1
17b20e7a-b6cd-4655-84c8-be64b761ea0f,1
17b2484d-bb76-49c3-a04e-79a729097869,1
17c2b17c-50cc-4914-bbf0-bee91aaa5d15,1
17c302e1-4da3-4daf-92c1-2eed78e2f12d,1
17c43685-2101-43ba-a99d-3d7a2a9f3e39,1
17c7ebf6-1529-454f-b134-8e8c50d20db5,1
17d041f0-0263-4351-a000-94387c5b0082,1
17d7603f-f0ac-4be9-b4b6-807b4a83f5ef,1
17d876cf-7007-44f5-a3d6-82c7ad06de30,1
1809dc08-9a1e-47df-ae1c-0b2d25c81506,1
180f1dac-1cae-44f9-bf75-e470b519430f,1
180fe038-1a20-45c7-9900-d91d9bf4af9b,1
18112aed-ed2d-4806-a98d-bc19bf918518,1
1828897f-61ea-4c5e-a62f-994ca224600d,1
183931c3-cbc7-469b-a099-2b0ce57b3d1a,1
184706b5-f5d8-4f7a-8092-6da968a7469f,1
1847be4b-53d7-4e50-aa22-8fb4d82469e4,1
18591449-77ac-4836-a00c-1618d13e98a6,1
1875311a-909c-4dcc-b7c3-2f55d0295d7e,1
187b1017-9ee6-4da7-b04e-0057327f3bcd,1
187b6024-a972-4c76-b3f3-5e84cfeccdee,1
188052c8-4736-4a2b-b497-ebeb7c44f26b,1
18811d50-5f81-46b3-a6cd-8688d0d98983,1
189b55cb-f2ba-4266-9a2e-b3dea65ea5cc,1
189bb155-6c7d-4d61-8bf3-0b46f40c19a2,1
189d8a9d-fd69-448c-b7c0-f3b6661e3a5d,1
18a218aa-3d30-4cf1-bc4a-890dcbb446d9,1
18a2fefb-828f-4d92-beba-de0e3f44704f,1
18be4771-3ffb-4304-8d2f-e25aca47f736,1
18bea2ab-9395-4e12-bf0e-282399e35c15,1
18bf38c3-8fe9-4a48-aa94-af4f8f2a1d52,1
18c7b4f2-69af-4a0f-a1a4-8114de492b0b,1
18d60729-e5e2-4a55-bf00-578b8db3a05d,1
18d6c590-4284-4618-b250-5d95a4e4b9ef,1
18f9e229-b0c7-493d-88fd-60b435095f10,1
18fd98f7-1c16-4db3-8304-839b13dc5102,1
1900260d-2bbc-4821-81ee-9e1587a16330,1
1901991f-2f6c-4e4c-bc51-79c167afe381,1
1906c843-44b6-4444-8c5e-2bb0d1b807f2,1
19078026-42b4-4453-8d07-4653fd2d518f,1
1909b822-24a7-44c7-90f9-bb92c62a5832,1
19112301-eb67-42e2-9613-89eca4f56d16,1
19186fe7-a6ea-4f4b-bcc6-32af092344cb,1
19207da2-576b-449b-aeb1-d55894e31c2b,1
192e0e6d-4fad-4662-9c37-53338e4635b9,1
1930b6e6-03ac-4f65-82d4-d55dd8ed1261,1
193d4554-8637-4247-8d51-f7c52a1b678f,1
1940d5bc-99f4-4d62-90b6-e44ac0d3dcd8,1
19676930-0f14-4c49-870e-fc91e4272f09,1
