CustomerID,Recency,Frequency,Monetary
fbc99dd3-af52-459a-80a5-862a32f3dbb6,201,35,295.99
7ac78e14-4947-46a7-89b8-8305ec711962,184,36,518.26
fd1de50e-6e62-4466-8374-297e10c58526,328,22,167.7
d63cecb6-f144-48f5-b49a-fde3a36c7444,39,24,678.0
c956b2a0-b496-450b-8db1-b4194177396b,305,12,44.43
85c2e7c5-0cb1-4dc3-92b9-21620bfb0e6a,202,39,250.92
993a0cd1-e0cc-445e-a15b-e67aa115ac75,146,12,223.91
ddd76a50-7a9c-46bf-b337-6606e07c7d4a,241,35,939.13
1ef5298a-9fc2-4d32-b0b2-20c6f6e89288,178,19,162.0
66a8c641-a4bc-4c69-ad7d-c37c37458865,48,37,892.96
5ce2fcf9-3f06-4554-9bca-cead5578ffe2,179,14,141.87
56efd9e4-83cd-4042-b5ce-b77b57da0f0d,149,23,657.68
75d1143d-6652-402f-878d-2e3f79d0a877,238,40,333.49
44862af5-a431-41f2-9b46-524301abcc50,315,22,329.68
8ab5370d-4e41-45f6-bdea-514889542b3c,207,47,998.31
2263d2bb-ce02-47a4-98d1-cc621b1d0e17,208,48,241.52
defca04d-78b2-4099-9cac-4afa69cfc1f4,246,11,218.51
863fffe2-4f23-4f48-a436-dd37504bbfd6,6,2,597.55
519aa23c-f5f5-433c-9a6b-956c2616ee81,118,10,745.94
b9d3999d-1731-4038-8fd2-0e3bb5e1a587,30,43,982.85
a1c078ae-0f90-4914-b4b2-990b4a12bab4,348,5,707.39
e912a3df-24f9-4875-a7b1-320671ef0497,6,30,570.63
77d253f5-f824-4cad-83c7-8bc031c95f72,234,21,420.95
9fdfb6ea-9614-482b-bed4-dc2005f7c7c8,280,49,603.21
31523176-ea8d-4ed7-9e6c-e25c9860144a,288,33,608.82
001d4e22-7930-4229-91b3-78ba67d17933,94,25,233.36
e414d461-f609-451b-81a2-fd6d721037e4,343,46,677.78
e86ec4e6-e446-41a4-a9f6-4c1258c7218b,37,47,220.34
6b1f283d-8f7d-4359-8bbc-98270dff46a2,125,7,500.16
ca807c06-39a6-4a95-843b-5f6b18d79c84,259,40,274.67
8108a561-8681-4897-bcb3-903587bbadc6,175,28,326.55
3170548c-0a8a-40be-bd05-b23fb40e694c,100,16,621.6
dc405c13-6529-471b-b3fe-152df1b8a25e,316,45,83.2
6bb51fbf-3332-4532-823b-d0310f140b5c,192,37,31.79
8fa96591-9d38-4ffe-8bde-7bfa52bdf204,80,3,148.01
78f89d69-8117-485e-adcc-c5ce78996348,333,45,185.33
6943887e-f0ab-4b94-a13b-6ffbced6f0b9,60,19,213.92
909ceb40-b07f-4150-bda6-2dd58ce076c9,128,12,778.45
2be5d7f8-a363-490c-8c6d-9b094358ba99,5,19,457.92
ff941ae4-289f-43b3-b1a7-e2ce69dc0c32,20,49,480.54
3c9ecf7f-6ded-4807-99c5-1498d020d086,194,11,651.45
446fc77b-a8af-4a38-9549-c4378fa0fbc8,338,3,734.53
4e19e0a2-97b1-41dd-a1e7-71b46dc60f01,27,2,23.44
02d08b64-30b0-462e-a346-dbb9bcd0398a,139,46,859.59
c48374c5-df4c-4086-b5ca-39c09a2e7b99,320,26,988.67
94ca95df-c07e-4538-b5b0-5259ff0bc24b,234,22,139.37
89d40dca-30d7-4479-8963-156442a605d5,92,17,658.06
5b0c61f1-9668-4a94-909f-53abda3ae04d,136,34,22.37
e03694f6-8a42-49c7-9218-89a002ca3f95,81,15,68.05
88449c2d-b08f-481e-9c9f-ca50da2e593c,317,12,299.3
dffbddea-d597-411d-95e1-2ca2f9c3cc96,364,16,849.48
d4a26e9c-04b3-4e7a-8576-f1764402c32c,252,16,659.45
5fa527a1-7404-496e-a125-147cd7028c15,227,39,456.9
887f5040-e906-4a55-87d0-4fdada4e5246,354,6,449.83
05936bdc-304c-4cef-b403-0787cdd0a8a8,355,46,476.73
877b666c-ae4a-4490-8722-5d47524bfa16,234,8,324.81
e7d83c35-f0a1-4d27-99ad-aef2d43c598b,34,25,880.16
75769840-6aa2-4ab9-8d2b-318347c90b8d,126,19,576.51
0b397fb6-7ad6-4273-bf92-734770946049,338,19,494.27
cd9577c6-bbe7-46a2-a62c-2f2caeb2c081,346,12,475.78
eeb94d57-a7d4-46ba-be25-4fe2c77c907b,258,9,937.11
6271d0a7-638f-46e5-89ff-dee146c7875b,127,41,729.19
f63225e6-d48e-4f38-ae20-1f314b6d59f8,52,29,161.92
c3c36e5b-40ed-4955-a63b-032f93d70497,99,27,448.23
ebd43f9e-6fb9-4c21-82b0-c2470378dd69,193,5,302.6
0bf343dd-4da9-4b3b-9d17-8ff57da015fc,239,26,987.13
5bbedb95-c288-493e-9ea9-37d2e5db3011,248,30,427.09
57db9917-0274-4034-ab65-6cc7316b4f62,292,14,86.51
ec71f211-9b66-4b6e-bfa7-a8aa271920ad,206,33,422.99
1c390390-715b-456b-a016-65fcb0d1bb26,100,35,334.92
39d2d658-3068-41eb-b256-da8c7ff9e24e,214,11,607.59
d6e3c65a-2772-4c0f-8750-9218ef6affa7,299,4,241.56
6b748351-6bdc-4961-ac49-5cb1cede58d0,63,33,55.25
91900329-7d03-4679-8530-35d8eb243423,238,6,113.96
88498270-2dc7-466c-b6e7-ee6adc4db149,123,28,297.48
abd278d6-3af3-4f21-94ae-8dc8046888ff,5,10,361.36
7bf850fb-09ed-4493-9723-e743a5c19e6d,224,36,837.76
4432c9e5-9592-44b9-996f-6935cf3331b4,324,49,284.67
76dc0fd4-6d44-4e7a-bf0f-8bab384035f2,148,26,50.86
3e640c60-7fd2-4a66-9a39-1ebf66e71766,56,30,785.12
138e942b-a14e-45b0-9ffc-e963db633d59,155,22,871.54
0bb77ac5-74c4-4287-bde1-dd2e9a169cb6,84,5,502.46
1a24a785-6c21-4bd2-a99f-7ec800f9b3e0,23,2,299.23
ea2c3229-8a47-4f8a-add9-ff7698321ccb,114,33,776.7
6aaa695c-c723-4d62-a373-840d53918e83,91,16,28.72
38b8f748-4a42-48e9-be02-8646e4a9513e,330,7,925.55
b678b16e-5f65-4597-913c-d124c1e0820e,190,21,868.22
b708e68d-6754-49a7-958b-637c52323efb,21,35,553.94
56a3a270-9a10-47a1-8f84-6d9aa3bb313c,33,46,292.03
38851b8b-6bae-4472-a7d1-0049112e7e53,248,22,52.19
17469d8f-c3c1-4f36-bffc-8b2f769cd7f6,36,48,999.83
727c0ed8-bc4c-49e9-ac3e-e58b2e6a44e5,296,22,766.83
c4f32d06-cac2-43e0-ac39-ebe2d1816978,334,6,351.94
65ecaa97-7964-4a04-ad8b-b32654c75b19,220,33,38.89
1007c916-802e-47e2-b714-249a588fb13e,225,39,646.51
a9921231-da3b-4979-936a-fb0cf14f6513,360,43,987.17
84eac591-9c25-4ae2-b9a4-5ea9474fb131,298,25,712.93
c138c93b-e79a-47b9-baff-0d9154cbcc94,277,18,102.04
78881289-1920-48f8-96eb-1f277edb93eb,346,41,414.23
f44fef27-714f-4e52-adff-5d9c1e5504b5,20,35,127.0
cd77cd67-873a-4866-9975-9c6e781d7b21,51,24,913.92
6bb9d270-0172-4802-b4ea-529ff7e06a5a,259,40,343.81
1c55b7d7-582e-4de5-97aa-82c95d19607c,326,40,738.71
0bb56325-2b1c-41f8-807d-9a51ebe0ff13,207,23,103.0
a39da470-f164-4fcb-b6f9-c4288dbca066,6,33,145.85
fbc42b32-66de-4149-8cc4-d4a62d40ba39,168,29,685.9
c2c978de-8bc7-4a63-865b-8b6b4af4ab50,137,10,846.61
e9d3ac07-88a1-4448-b0c8-21e8dc972cea,189,15,217.42
7ca6ee70-b3cc-48d0-8533-1be228d9b469,139,10,429.97
c03418a4-bb53-4d1a-91f6-162b87bb672f,346,26,627.03
6f664ae4-c7aa-4a34-ae21-e66ad7aa4031,155,40,800.35
426791b9-d29e-4c9e-8864-1528591e5f9a,57,29,635.63
f400dc92-49ff-4039-bbf9-8a5a607bba25,183,34,113.52
c717c613-caed-422b-9b1c-421d0e40efbe,253,18,551.96
2896fa2f-1966-4de7-ba6a-280c5c342190,145,2,886.91
c0b9a7f3-9a60-4fb8-b0d5-6e6df29b3097,184,25,870.66
92d58685-e49d-428b-8523-cb901e874096,177,21,593.32
41ae41d4-f33e-480c-bd0c-fbdd33e4d778,126,31,995.78
26a49fbf-ee5d-481c-a157-d56d01fcc9bd,44,22,123.02
2d383240-2c30-4c5e-b22f-9836401d3735,189,9,489.02
8f3cb8e2-9318-4b72-afc4-288f3af6dafc,361,27,779.62
8c85cd3f-4cf4-4f7b-a8cf-deb3e38822bd,192,25,158.22
18fd98f7-1c16-4db3-8304-839b13dc5102,54,25,973.29
6edd0d5f-e219-432f-a209-50e26ff75ee4,293,27,366.97
416d796b-9e70-4a90-a1d8-eab5221112ec,259,10,363.14
54824a9a-1bbe-4909-9462-6df5226797dc,14,30,228.93
cc0362c3-4243-4727-aa8f-5caec77954e2,148,4,302.26
cd897c9c-12da-4fbd-b368-7abf3a3c62b9,148,21,586.04
a3b297f4-81b3-4f7a-bc78-6ba647e03205,250,30,440.77
5f115a70-86b6-4354-a0d9-5110311b6348,253,33,209.51
f9a0618e-1638-4362-ba14-9ed396a50a0a,213,43,812.96
9bdbdd5b-1cbd-4133-8ed8-088dada10b0d,107,26,80.99
d327a6ba-e49a-4d09-9141-9a2b582a4bc3,34,2,837.96
bd94d0e8-1985-474f-b7ee-18a9aa03f3dc,259,23,289.44
28e24178-f3cc-4ea7-a05a-871320d7f78c,226,31,505.99
9b5a815a-12da-4026-b66f-8b52d3b36681,219,4,393.44
3996d137-1088-4f06-bcd3-05fec5e3d8da,139,47,579.19
c431a19f-4bd6-4e6c-bd26-eb4e5c2f8c6a,53,20,800.07
59773a02-9e2b-4687-917f-e3e643134620,285,25,989.53
2b1dbf96-5086-4830-8b30-eac9191beb55,264,45,319.94
3eca9f1b-abf2-4f37-81d4-0f996a4773c4,274,1,562.73
87ba74c8-16c3-4a29-beac-5d5537534ab4,335,2,476.69
1bc0145e-9db8-44c1-8bf7-32ee4fc438b8,109,6,998.95
c99be7bb-bb72-44cc-ad19-daaf6b75ca95,44,7,812.74
42733be1-ec44-4aa5-815f-9a433705413b,278,4,409.14
0864cdb0-a3a5-4177-8112-a189e32eeee6,331,18,487.34
dc72d81f-6b9a-45a1-8e81-2fc14214e3dd,260,41,261.04
1eb6e054-19b7-4d86-9248-7ae47244c689,211,43,760.14
f6783783-31d9-4cfe-9ac6-f3b0249fa2b2,194,5,848.31
bbfe577b-8df0-4ec6-b545-e1d45473cb66,118,25,965.69
1ff357e5-979d-4c26-a606-dfbbea423588,193,1,574.51
31a19b12-a67d-4883-8337-0ae2d9eb8ab4,42,34,677.27
0b5a9bdb-55e3-4ab5-9f9a-64705be4dfa2,257,3,457.14
7293fe69-8ff7-4af3-b49d-f0ae108e7e56,175,17,616.95
a8103b42-35c8-4089-b213-405053bc1089,295,32,361.77
5a4b6bfe-6836-4887-9ead-10a706f070b3,98,24,742.94
65ff25af-719b-4782-b025-90af564275fb,195,2,42.25
48ffe0d6-cf0a-49a3-ac4c-85400646569e,116,1,47.89
dbd06a41-481d-47fd-b433-9a645f322478,163,34,721.8
f39c2017-c26d-4085-adb5-53d18576ef5c,295,8,932.07
3761f8d2-9804-4fba-9e1b-2c677c0fcefe,124,45,639.6
b8ee514a-8b7e-451b-99e8-0616900bf33b,356,46,732.0
17c7ebf6-1529-454f-b134-8e8c50d20db5,288,44,827.46
9c8527f7-f23e-4678-9708-90152cadc13a,363,9,374.44
966e341e-c069-49fb-bc25-79c1fa630db7,146,28,125.95
8d9fe8b1-9b3f-45ea-98c3-e9300f7038ea,170,19,934.43
f4a9594c-5fdf-4afe-84e0-c7b508639ce8,309,20,939.8
bb861cfd-b361-4b43-abc7-587ea16c98bd,200,7,453.0
ccc7aede-ba02-4e0d-8b51-0af0189dcbf8,351,42,232.83
8f67664a-a6fc-40c7-93a8-9f53e3b6b280,347,35,894.51
898ca496-0de2-4337-9d2b-5820a63766ce,347,19,714.26
f6af9d99-c2d2-4026-a6d6-4119177dfbe2,350,17,28.06
abae1c77-869b-4102-8721-8fbbc22add33,60,40,125.57
5956ff56-8e69-47dc-9e9e-9a4bc9c4be34,140,18,983.54
934334ad-6e87-45b3-b759-cb3c7ae4665c,169,7,57.37
d62d9fe8-e152-48bf-bf7f-36e72855880a,224,27,296.9
f72d89b5-a0b5-4ccc-a4fe-1f1534182721,233,39,557.53
25eb2fec-b5e4-4b10-b01c-3bd64c6ef510,273,30,200.67
7a25702f-8879-4e09-9b40-df8deb0582d0,220,23,247.41
c914afbc-e1af-4b6d-b677-b07cf9e44ce0,364,20,365.91
bb1f4045-0fb6-4314-8c62-678bcaf9a4b4,230,23,284.16
02f20700-1168-4338-b1eb-8e0482e65191,327,26,807.29
81eeb21a-ae24-4ec8-9433-67af01185f69,112,48,510.27
3ae14069-29a3-4995-a0df-a69a16bd7155,248,47,293.05
8905c0a4-526d-4bd1-923d-0e47c1a43368,47,14,326.83
4cfb676d-4191-41af-bf62-2af9cbeec831,350,48,59.07
ecfcd232-417a-42f2-a2a1-7b0a1a3ee465,83,31,68.4
aecc9d87-46a9-436d-88e0-08da3d6ef97b,163,27,723.55
3619850a-262e-422e-b327-29bd874e87c8,86,9,130.65
cf051108-c9b1-4636-89fc-0f2f95895e86,172,23,486.28
9457e8d2-1b93-43dd-8e2f-82fda1158598,144,10,845.52
aafe8d1d-aceb-4411-bcb1-5db507a3ecf3,249,47,381.08
c3307a9f-448d-4371-b5d5-4af380475842,32,23,358.84
d16f1e94-09b3-434d-8ff3-42f66622c255,320,10,875.59
6ae4763f-097e-4945-a2e2-c9cbcb762653,147,2,867.55
c6d55a28-f53a-4698-a6e3-897fb5e0c11b,193,37,882.53
423ac882-a9ee-4b06-a8c2-a7d6136d80a3,125,40,580.48
a4abad3b-edda-4da6-82c6-8cfa8159ae48,128,38,953.26
16d90820-9e8f-4217-a9b8-46e67fe4a8a1,162,38,822.58
6e2b7482-0f29-45c5-a02d-636cea73f672,128,1,427.32
1e8d2094-056b-4f35-b5f9-e1841900e970,170,48,636.96
a8f0abaf-f108-4340-bf82-8d07c688c16c,324,18,139.35
e3d1b00d-65e9-4ccc-b27d-10276ab9b0b4,74,35,560.31
b665549b-88a0-4a32-84d5-a0757ef02452,255,7,277.89
d9e032bf-c5f4-4970-8fce-453aa2b0a480,215,44,297.88
7853009d-e97d-425c-8f8c-217ccc665563,230,42,143.2
d9fa5970-5dbc-4ee1-b98f-e5e5235cf176,236,22,371.04
bd724f71-1205-4442-82b4-160eec5dbdf8,95,25,491.76
9de11c40-9873-4942-a299-bf04ffbaae9b,182,42,608.35
24ee9ee9-49a0-478a-bafd-c47874216809,120,23,318.77
df85308c-f8fc-45ae-95c4-9101a3e88cb9,194,9,796.4
62cd7efe-1d49-494d-8d3f-09b567ee97e1,249,27,530.54
d7663004-f958-4452-8180-9ee417e23fb1,110,11,645.29
95808010-adf1-4062-b2e1-fe5dab183f44,71,27,292.58
f6c012d2-c7ea-44e6-802d-58c048e07fb3,51,40,817.85
cbd1c527-3e62-49bc-aebf-63f1144cb0e8,154,28,631.79
d3bc16e7-85f4-4ab1-9c4b-2c227c70121c,319,18,865.1
ef68f4fb-7ca8-47b4-97b7-e79c9dbc3a08,300,36,176.75
f0667860-35aa-43e7-aae7-14b033d40285,194,34,393.05
dc4ede19-e6dc-4025-8a1c-37b56314ea5d,25,13,130.76
538c0786-973f-4f6c-b083-8cf01d08cb20,226,46,231.22
fed92cba-f11f-4512-a38b-216ba638b71e,208,30,406.66
09d5a450-e121-4cea-886c-18f03c9b5c1a,220,28,896.69
